SYMBOL,DATE1,LAST_PRICE
ICICIBANK,26-Oct-2023,910.00
ICICIBANKN,26-Oct-2023,42.80
ICICIBANKP,26-Oct-2023,220.00
ICICICOMMO,26-Oct-2023,61.51
ICICICONSU,26-Oct-2023,83.66
ICICIFIN,26-Oct-2023,20.00
ICICIFMCG,26-Oct-2023,527.00
ICICIGI,26-Oct-2023,1360.00
ICICIGOLD,26-Oct-2023,53.20
ICICIINFRA,26-Oct-2023,60.86
ICICILIQ,26-Oct-2023,999.77
ICICILOVOL,26-Oct-2023,159.11
ICICIM150,26-Oct-2023,146.25
ICICIMCAP,26-Oct-2023,116.00
ICICIMOM30,26-Oct-2023,22.31
ICICINF100,26-Oct-2023,207.26
ICICINIFTY,26-Oct-2023,207.83
ICICINV20,26-Oct-2023,110.79
ICICINXT50,26-Oct-2023,44.74
ICICIPHARM,26-Oct-2023,93.55
ICICIPRULI,26-Oct-2023,512.00
ICICIQTY30,26-Oct-2023,159.68
ICICISENSX,26-Oct-2023,707.00
ICICISILVE,26-Oct-2023,73.09
ICICITECH,26-Oct-2023,32.21
ICIL,26-Oct-2023,242.20
ICRA,26-Oct-2023,5311.50
IDBI,26-Oct-2023,62.75
IDEA,26-Oct-2023,10.70
IDEAFORGE,26-Oct-2023,781.95
IDFC,26-Oct-2023,118.00
IDFCFIRSTB,26-Oct-2023,84.65
IDFNIFTYET,26-Oct-2023,202.94
IEX,26-Oct-2023,123.80
IFBAGRO,26-Oct-2023,495.40
IFBIND,26-Oct-2023,881.00
IFCI,26-Oct-2023,22.00
IFGLEXPOR,26-Oct-2023,473.00
IGARASHI,26-Oct-2023,587.40
IGL,26-Oct-2023,387.50
IGPL,26-Oct-2023,465.25
IIFL,26-Oct-2023,597.00
IIFLSEC,26-Oct-2023,102.05
IITL,26-Oct-2023,126.30
IKIO,26-Oct-2023,342.00
IMAGICAA,26-Oct-2023,45.75
IMFA,26-Oct-2023,416.00
IMPAL,26-Oct-2023,771.00
INDHOTEL,26-Oct-2023,375.55
INDIACEM,26-Oct-2023,208.90
INDIAGLYCO,26-Oct-2023,663.40
INDIAMART,26-Oct-2023,2660.05
INDIANB,26-Oct-2023,400.15
INDIANCARD,26-Oct-2023,227.10
INDIANHUME,26-Oct-2023,223.50
INDIGO,26-Oct-2023,2422.60
INDIGOPNTS,26-Oct-2023,1413.50
INDNIPPON,26-Oct-2023,493.00
INDOAMIN,26-Oct-2023,107.45
INDOCO,26-Oct-2023,317.95
INDORAMA,26-Oct-2023,54.35
INDOTHAI,26-Oct-2023,214.90
INDSWFTLAB,26-Oct-2023,86.50
INDTERRAIN,26-Oct-2023,55.00
INDUSINDBK,26-Oct-2023,1410.90
INDUSTOWER,26-Oct-2023,170.70
INFIBEAM,26-Oct-2023,18.65
INFOBEAN,26-Oct-2023,430.90
INFRABEES,26-Oct-2023,632.00
INFY,26-Oct-2023,1360.00
INGERRAND,26-Oct-2023,2815.00
INOXGREEN,26-Oct-2023,63.75
INOXWIND,26-Oct-2023,209.30
INSECTICID,26-Oct-2023,474.80
INTELLECT,26-Oct-2023,662.85
INTENTECH,26-Oct-2023,75.50
INTLCONV,26-Oct-2023,73.70
INVENTURE,26-Oct-2023,2.05
IOB,26-Oct-2023,38.25
IOC,26-Oct-2023,86.20
IOLCP,26-Oct-2023,416.00
IONEXCHANG,26-Oct-2023,538.00
IPCALAB,26-Oct-2023,984.00
IPL,26-Oct-2023,264.50
IRB,26-Oct-2023,32.30
IRCON,26-Oct-2023,139.50
IRCTC,26-Oct-2023,645.30
IRFC,26-Oct-2023,69.90
IRISDOREME,26-Oct-2023,85.30
IRMENERGY,26-Oct-2023,472.45
ISEC,26-Oct-2023,646.40
ISFT,26-Oct-2023,122.00
ISGEC,26-Oct-2023,675.00
ISMTLTD,26-Oct-2023,75.55
ITBEES,26-Oct-2023,32.10
ITC,26-Oct-2023,432.65
ITDC,26-Oct-2023,411.00
ITDCEM,26-Oct-2023,192.50
ITI,26-Oct-2023,267.70
IVP,26-Oct-2023,160.50
IVZINGOLD,26-Oct-2023,5444.90
IVZINNIFTY,26-Oct-2023,2159.99
IWEL,26-Oct-2023,2570.00
J&KBANK,26-Oct-2023,99.20
JAGRAN,26-Oct-2023,102.10
JAGSNPHARM,26-Oct-2023,390.00
JAICORPLTD,26-Oct-2023,300.05
JAIPURKURT,26-Oct-2023,75.05
JAMNAAUTO,26-Oct-2023,105.25
JASH,26-Oct-2023,1374.00
JAYAGROGN,26-Oct-2023,197.95
JAYBARMARU,26-Oct-2023,105.35
JAYNECOIND,26-Oct-2023,34.25
JAYSREETEA,26-Oct-2023,93.10
JBCHEPHARM,26-Oct-2023,1310.00
JCHAC,26-Oct-2023,1138.00
JHS,26-Oct-2023,19.95
JINDALPHOT,26-Oct-2023,746.00
JINDALPOLY,26-Oct-2023,636.00
JINDALSAW,26-Oct-2023,392.60
JINDALSTEL,26-Oct-2023,645.30
JINDRILL,26-Oct-2023,636.00
JINDWORLD,26-Oct-2023,356.00
JIOFIN,26-Oct-2023,216.40
JISLJALEQS,26-Oct-2023,56.95
JKCEMENT,26-Oct-2023,3097.70
JKIL,26-Oct-2023,402.00
JKLAKSHMI,26-Oct-2023,649.80
JKPAPER,26-Oct-2023,375.80
JKTYRE,26-Oct-2023,294.65
JLHL,26-Oct-2023,1023.00
JMA,26-Oct-2023,76.45
JMFINANCIL,26-Oct-2023,81.50
JOCIL,26-Oct-2023,203.00
JPASSOCIAT,26-Oct-2023,11.80
JPOLYINVST,26-Oct-2023,692.50
JPPOWER,26-Oct-2023,8.90
JSL,26-Oct-2023,446.00
JSWENERGY,26-Oct-2023,389.00
JSWHL,26-Oct-2023,4565.00
JSWINFRA,26-Oct-2023,172.60
JSWSTEEL,26-Oct-2023,727.85
JTEKTINDIA,26-Oct-2023,131.85
JTLIND,26-Oct-2023,215.45
JUBLFOOD,26-Oct-2023,508.80
JUBLINDS,26-Oct-2023,564.95
JUBLINGREA,26-Oct-2023,427.60
JUBLPHARMA,26-Oct-2023,340.00
JUNIORBEES,26-Oct-2023,459.80
JUSTDIAL,26-Oct-2023,720.10
JWL,26-Oct-2023,294.80
JYOTHYLAB,26-Oct-2023,347.40
KABRAEXTRU,26-Oct-2023,420.00
KAJARIACER,26-Oct-2023,1225.45
KAKATCEM,26-Oct-2023,204.60
KALAMANDIR,26-Oct-2023,240.20
KALYANKJIL,26-Oct-2023,286.20
KAMATHOTEL,26-Oct-2023,206.00
KAMDHENU,26-Oct-2023,272.20
KANANIIND,26-Oct-2023,7.30
KANORICHEM,26-Oct-2023,119.10
KANPRPLA,26-Oct-2023,117.00
KANSAINER,26-Oct-2023,311.00
KAPSTON,26-Oct-2023,195.40
KARURVYSYA,26-Oct-2023,143.50
KAYA,26-Oct-2023,338.90
KAYNES,26-Oct-2023,2295.55
KBCGLOBAL,26-Oct-2023,2.45
KCP,26-Oct-2023,129.00
KDDL,26-Oct-2023,2084.90
KEC,26-Oct-2023,630.00
KECL,26-Oct-2023,113.00
KEI,26-Oct-2023,2498.00
KELLTONTEC,26-Oct-2023,76.40
KFINTECH,26-Oct-2023,438.40
KHADIM,26-Oct-2023,383.50
KHAICHEM,26-Oct-2023,63.50
KHANDSE,26-Oct-2023,24.10
KICL,26-Oct-2023,2550.00
KIMS,26-Oct-2023,1810.00
KINGFA,26-Oct-2023,2256.00
KIOCL,26-Oct-2023,334.95
KIRIINDUS,26-Oct-2023,270.00
KIRLOSBROS,26-Oct-2023,874.60
KIRLOSENG,26-Oct-2023,503.00
KIRLOSIND,26-Oct-2023,3279.00
KIRLPNU,26-Oct-2023,568.00
KITEX,26-Oct-2023,193.50
KKCL,26-Oct-2023,757.40
KMSUGAR,26-Oct-2023,31.40
KNRCON,26-Oct-2023,264.60
KOHINOOR,26-Oct-2023,36.50
KOLTEPATIL,26-Oct-2023,444.00
KOPRAN,26-Oct-2023,201.00
KOTAKALPHA,26-Oct-2023,33.30
KOTAKBANK,26-Oct-2023,1694.95
KOTAKBKETF,26-Oct-2023,432.30
KOTAKCONS,26-Oct-2023,82.93
KOTAKGOLD,26-Oct-2023,51.99
KOTAKIT,26-Oct-2023,31.85
KOTAKLIQ,26-Oct-2023,1000.00
KOTAKLOVOL,26-Oct-2023,15.31
KOTAKMID50,26-Oct-2023,111.89
KOTAKMNC,26-Oct-2023,21.96
KOTAKNIFTY,26-Oct-2023,203.54
KOTAKNV20,26-Oct-2023,114.90
KOTAKPSUBK,26-Oct-2023,473.99
KOTAKSILVE,26-Oct-2023,71.10
KOTHARIPET,26-Oct-2023,125.30
KOTHARIPRO,26-Oct-2023,114.35
KPIGREEN,26-Oct-2023,808.50
KPIL,26-Oct-2023,658.20
KPITTECH,26-Oct-2023,1124.00
KPRMILL,26-Oct-2023,806.00
KRBL,26-Oct-2023,360.80
KREBSBIO,26-Oct-2023,67.75
KRISHANA,26-Oct-2023,247.00
KRITI,26-Oct-2023,94.05
KRSNAA,26-Oct-2023,679.90
KSB,26-Oct-2023,2883.00
KSCL,26-Oct-2023,623.00
KSL,26-Oct-2023,452.00
KTKBANK,26-Oct-2023,223.00
KUANTUM,26-Oct-2023,172.85
L&TFH,26-Oct-2023,131.85
LALPATHLAB,26-Oct-2023,2360.00
LAMBODHARA,26-Oct-2023,149.00
LANDMARK,26-Oct-2023,707.00
LAOPALA,26-Oct-2023,410.00
LATENTVIEW,26-Oct-2023,412.85
LATTEYS,26-Oct-2023,38.00
LAURUSLABS,26-Oct-2023,358.50
LAXMICOT,26-Oct-2023,21.30
LAXMIMACH,26-Oct-2023,13159.00
LEMONTREE,26-Oct-2023,106.70
LFIC,26-Oct-2023,143.25
LGBBROSLTD,26-Oct-2023,987.00
LGBFORGE,26-Oct-2023,9.20
LIBAS,26-Oct-2023,13.40
LIBERTSHOE,26-Oct-2023,310.25
LICHSGFIN,26-Oct-2023,437.20
LICI,26-Oct-2023,605.75
LICMFGOLD,26-Oct-2023,5552.00
LICNETFGSC,26-Oct-2023,23.85
LICNETFN50,26-Oct-2023,205.78
LICNETFSEN,26-Oct-2023,700.00
LICNFNHGP,26-Oct-2023,201.10
LIKHITHA,26-Oct-2023,291.40
LINC,26-Oct-2023,805.50
LINCOLN,26-Oct-2023,489.00
LINDEINDIA,26-Oct-2023,5951.85
LIQUID,26-Oct-2023,1000.00
LIQUIDBEES,26-Oct-2023,999.99
LIQUIDETF,26-Oct-2023,1000.00
LLOYDSME,26-Oct-2023,517.70
LODHA,26-Oct-2023,725.00
LOKESHMACH,26-Oct-2023,225.00
LORDSCHLO,26-Oct-2023,153.00
LOVABLE,26-Oct-2023,124.50
LOWVOL,26-Oct-2023,147.54
LOYALTEX,26-Oct-2023,600.00
LT,26-Oct-2023,2864.45
LTGILTBEES,26-Oct-2023,24.24
LTIM,26-Oct-2023,5155.15
LTTS,26-Oct-2023,4137.00
LUMAXIND,26-Oct-2023,2140.00
LUMAXTECH,26-Oct-2023,343.55
LUPIN,26-Oct-2023,1139.60
LUXIND,26-Oct-2023,1272.00
LXCHEM,26-Oct-2023,251.00
LYKALABS,26-Oct-2023,109.60
M&M,26-Oct-2023,1508.00
M&MFIN,26-Oct-2023,270.50
MACPOWER,26-Oct-2023,479.80
MADHAV,26-Oct-2023,49.50
MADHUCON,26-Oct-2023,5.15
MADRASFERT,26-Oct-2023,75.40
MAFANG,26-Oct-2023,59.97
MAGADSUGAR,26-Oct-2023,700.00
MAHABANK,26-Oct-2023,41.15
MAHAPEXLTD,26-Oct-2023,144.00
MAHASTEEL,26-Oct-2023,79.00
MAHEPC,26-Oct-2023,114.45
MAHESHWARI,26-Oct-2023,80.10
MAHKTECH,26-Oct-2023,13.40
MAHLIFE,26-Oct-2023,501.90
MAHLOG,26-Oct-2023,354.20
MAHSCOOTER,26-Oct-2023,7808.00
MAHSEAMLES,26-Oct-2023,686.45
MAITHANALL,26-Oct-2023,1033.90
MAKEINDIA,26-Oct-2023,94.99
MALLCOM,26-Oct-2023,1041.10
MALUPAPER,26-Oct-2023,37.00
MANAKALUCO,26-Oct-2023,24.50
MANAKSIA,26-Oct-2023,131.80
MANAKSTEEL,26-Oct-2023,41.50
MANALIPETC,26-Oct-2023,68.20
MANAPPURAM,26-Oct-2023,130.60
MANGALAM,26-Oct-2023,100.80
MANGCHEFER,26-Oct-2023,101.80
MANGLMCEM,26-Oct-2023,373.20
MANINDS,26-Oct-2023,205.35
MANINFRA,26-Oct-2023,145.20
MANKIND,26-Oct-2023,1700.00
MANOMAY,26-Oct-2023,119.95
MANORAMA,26-Oct-2023,2139.00
MANORG,26-Oct-2023,353.90
MANYAVAR,26-Oct-2023,1270.00
MAPMYINDIA,26-Oct-2023,1996.55
MARALOVER,26-Oct-2023,64.00
MARATHON,26-Oct-2023,406.05
MARICO,26-Oct-2023,535.00
MARKSANS,26-Oct-2023,105.60
MARSHALL,26-Oct-2023,55.00
MARUTI,26-Oct-2023,10411.00
MASFIN,26-Oct-2023,872.00
MASPTOP50,26-Oct-2023,31.20
MASTEK,26-Oct-2023,2142.00
MATRIMONY,26-Oct-2023,567.30
MAWANASUG,26-Oct-2023,97.50
MAXHEALTH,26-Oct-2023,550.20
MAXIND,26-Oct-2023,132.10
MAYURUNIQ,26-Oct-2023,531.00
MAZDA,26-Oct-2023,1250.00
MAZDOCK,26-Oct-2023,1895.00
MBAPL,26-Oct-2023,306.30
MBLINFRA,26-Oct-2023,30.70
MCDOWELL-N,26-Oct-2023,1011.60
MCX,26-Oct-2023,2234.95
MEDANTA,26-Oct-2023,742.70
MEDICAMEQ,26-Oct-2023,582.00
MEDICO,26-Oct-2023,71.50
MEDPLUS,26-Oct-2023,815.00
MEGASTAR,26-Oct-2023,281.95
MENONBE,26-Oct-2023,143.50
MEP,26-Oct-2023,12.60
METROBRAND,26-Oct-2023,1190.65
METROPOLIS,26-Oct-2023,1404.45
MFSL,26-Oct-2023,890.90
MGEL,26-Oct-2023,16.50
MGL,26-Oct-2023,989.65
MHLXMIRU,26-Oct-2023,180.15
MHRIL,26-Oct-2023,404.80
MICEL,26-Oct-2023,40.25
MID150BEES,26-Oct-2023,147.00
MIDCAPETF,26-Oct-2023,14.41
MIDHANI,26-Oct-2023,392.80
MINDACORP,26-Oct-2023,332.10
MINDTECK,26-Oct-2023,171.00
MIRZAINT,26-Oct-2023,45.75
MITCON,26-Oct-2023,76.10
MITTAL,26-Oct-2023,17.60
MKPL,26-Oct-2023,826.25
MMFL,26-Oct-2023,840.00
MMTC,26-Oct-2023,54.55
MOGSEC,26-Oct-2023,52.78
MOHEALTH,26-Oct-2023,26.95
MOIL,26-Oct-2023,228.30
MOL,26-Oct-2023,73.75
MOLDTECH,26-Oct-2023,290.00
MOLDTKPAC,26-Oct-2023,885.85
MOLOWVOL,26-Oct-2023,28.15
MOM100,26-Oct-2023,40.65
MOM50,26-Oct-2023,197.94
MOMENTUM,26-Oct-2023,22.20
MOMOMENTUM,26-Oct-2023,44.25
MON100,26-Oct-2023,116.88
MONARCH,26-Oct-2023,378.00
MONIFTY500,26-Oct-2023,16.80
MONQ50,26-Oct-2023,52.10
MONTECARLO,26-Oct-2023,743.00
MOQUALITY,26-Oct-2023,131.43
MORARJEE,26-Oct-2023,20.90
MOREPENLAB,26-Oct-2023,32.50
MOTHERSON,26-Oct-2023,91.50
MOTILALOFS,26-Oct-2023,922.90
MOVALUE,26-Oct-2023,63.38
MPHASIS,26-Oct-2023,2105.00
MPSLTD,26-Oct-2023,1557.10
MRF,26-Oct-2023,107227.90
MRO-TEK,26-Oct-2023,58.00
MRPL,26-Oct-2023,96.45
MSTCLTD,26-Oct-2023,432.80
MSUMI,26-Oct-2023,59.40
MTARTECH,26-Oct-2023,2500.95
MTNL,26-Oct-2023,26.70
MUKANDLTD,26-Oct-2023,155.40
MUNJALAU,26-Oct-2023,52.55
MUNJALSHOW,26-Oct-2023,130.60
MURUDCERA,26-Oct-2023,63.85
MUTHOOTCAP,26-Oct-2023,412.60
MUTHOOTFIN,26-Oct-2023,1269.00
MVGJL,26-Oct-2023,247.90
NACLIND,26-Oct-2023,77.70
NAGAFERT,26-Oct-2023,8.25
NAGREEKEXP,26-Oct-2023,52.40
NAHARCAP,26-Oct-2023,282.10
NAHARINDUS,26-Oct-2023,132.40
NAHARPOLY,26-Oct-2023,220.40
NAHARSPING,26-Oct-2023,265.00
NAM-INDIA,26-Oct-2023,357.50
NARMADA,26-Oct-2023,18.90
NATCOPHARM,26-Oct-2023,799.75
NATHBIOGEN,26-Oct-2023,181.75
NATIONALUM,26-Oct-2023,90.00
NAUKRI,26-Oct-2023,4041.95
NAVA,26-Oct-2023,410.00
NAVINFLUOR,26-Oct-2023,3425.00
NAVINIFTY,26-Oct-2023,198.00
NAVKARCORP,26-Oct-2023,57.55
NAVNETEDUL,26-Oct-2023,153.00
NAZARA,26-Oct-2023,785.00
NBCC,26-Oct-2023,63.80
NBIFIN,26-Oct-2023,1706.00
NCC,26-Oct-2023,144.25
NCLIND,26-Oct-2023,205.00
NDGL,26-Oct-2023,1765.00
NDL,26-Oct-2023,21.50
NDTV,26-Oct-2023,191.70
NECCLTD,26-Oct-2023,20.00
NECLIFE,26-Oct-2023,22.30
NELCAST,26-Oct-2023,159.20
NELCO,26-Oct-2023,688.00
NEOGEN,26-Oct-2023,1525.00
NESCO,26-Oct-2023,627.00
NESTLEIND,26-Oct-2023,23450.00
NETF,26-Oct-2023,200.99
NETWEB,26-Oct-2023,749.70
NETWORK18,26-Oct-2023,68.75
NEULANDLAB,26-Oct-2023,3716.00
NEWGEN,26-Oct-2023,1180.00
NEXT50,26-Oct-2023,436.11
NFL,26-Oct-2023,67.10
NGIL,26-Oct-2023,40.15
NGLFINE,26-Oct-2023,1794.00
NH,26-Oct-2023,986.00
NHPC,26-Oct-2023,49.65
NIACL,26-Oct-2023,134.15
NIF100BEES,26-Oct-2023,196.60
NIFMID150,26-Oct-2023,159.50
NIFTYBEES,26-Oct-2023,208.96
NIFTYETF,26-Oct-2023,199.03
NIFTYQLITY,26-Oct-2023,15.99
NIITLTD,26-Oct-2023,110.85
NIITMTS,26-Oct-2023,375.60
NILKAMAL,26-Oct-2023,2278.50
NINSYS,26-Oct-2023,348.00
NITCO,26-Oct-2023,18.80
NITINSPIN,26-Oct-2023,275.00
NLCINDIA,26-Oct-2023,122.50
NMDC,26-Oct-2023,152.65
NOCIL,26-Oct-2023,214.30
NOIDATOLL,26-Oct-2023,8.60
NPBET,26-Oct-2023,224.35
NRAIL,26-Oct-2023,349.00
NRBBEARING,26-Oct-2023,255.00
NRL,26-Oct-2023,87.50
NSIL,26-Oct-2023,2385.95
NSLNISP,26-Oct-2023,41.40
NTPC,26-Oct-2023,232.00
NUCLEUS,26-Oct-2023,1487.45
NURECA,26-Oct-2023,338.95
NUVAMA,26-Oct-2023,2695.00
NUVOCO,26-Oct-2023,343.00
NV20BEES,26-Oct-2023,113.50
NYKAA,26-Oct-2023,139.00
OAL,26-Oct-2023,333.95
OBCL,26-Oct-2023,58.90
OBEROIRLTY,26-Oct-2023,1064.80
OCCL,26-Oct-2023,730.00
OFSS,26-Oct-2023,3920.00
OIL,26-Oct-2023,299.20
OLECTRA,26-Oct-2023,1056.00
OMAXAUTO,26-Oct-2023,54.40
OMAXE,26-Oct-2023,74.40
ONELIFECAP,26-Oct-2023,15.10
ONGC,26-Oct-2023,180.00
ONMOBILE,26-Oct-2023,111.70
ONWARDTEC,26-Oct-2023,489.00
OPTIEMUS,26-Oct-2023,286.00
ORBTEXP,26-Oct-2023,152.00
ORCHPHARMA,26-Oct-2023,450.00
ORICONENT,26-Oct-2023,29.00
ORIENTALTL,26-Oct-2023,6.70
ORIENTBELL,26-Oct-2023,437.00
ORIENTCEM,26-Oct-2023,196.10
ORIENTCER,26-Oct-2023,40.90
ORIENTELEC,26-Oct-2023,210.55
ORIENTHOT,26-Oct-2023,103.40
ORIENTPPR,26-Oct-2023,45.10
ORISSAMINE,26-Oct-2023,6043.00
ORTINLAB,26-Oct-2023,18.00
OSIAHYPER,26-Oct-2023,52.35
OSWALAGRO,26-Oct-2023,31.55
OSWALGREEN,26-Oct-2023,24.95
OSWALSEEDS,26-Oct-2023,62.15
PAGEIND,26-Oct-2023,37189.95
PAISALO,26-Oct-2023,75.50
PAKKA,26-Oct-2023,254.00
PALASHSECU,26-Oct-2023,102.50
PALREDTEC,26-Oct-2023,145.00
PANACEABIO,26-Oct-2023,150.00
PANAMAPET,26-Oct-2023,311.05
PAR,26-Oct-2023,202.40
PARADEEP,26-Oct-2023,59.00
PARAGMILK,26-Oct-2023,202.95
PARAS,26-Oct-2023,676.75
PASUPTAC,26-Oct-2023,38.95
PATELENG,26-Oct-2023,44.50
PAVNAIND,26-Oct-2023,392.25
PAYTM,26-Oct-2023,875.40
PCBL,26-Oct-2023,188.50
PCJEWELLER,26-Oct-2023,29.55
PDMJEPAPER,26-Oct-2023,46.40
PDSL,26-Oct-2023,615.00
PEARLPOLY,26-Oct-2023,26.95
PEL,26-Oct-2023,951.55
PENIND,26-Oct-2023,99.00
PENINLAND,26-Oct-2023,40.05
PERSISTENT,26-Oct-2023,5875.60
PETRONET,26-Oct-2023,218.90
PFC,26-Oct-2023,231.00
PFIZER,26-Oct-2023,3932.40
PFOCUS,26-Oct-2023,85.30
PFS,26-Oct-2023,26.15
PGEL,26-Oct-2023,1877.40
PGHH,26-Oct-2023,16859.00
PGHL,26-Oct-2023,5003.00
PHARMABEES,26-Oct-2023,14.97
PHOENIXLTD,26-Oct-2023,1756.95
PIDILITIND,26-Oct-2023,2298.00
PIIND,26-Oct-2023,3295.00
PILANIINVS,26-Oct-2023,2260.00
PILITA,26-Oct-2023,8.70
PITTIENG,26-Oct-2023,669.05
PIXTRANS,26-Oct-2023,1139.80
PLASTIBLEN,26-Oct-2023,259.85
PNB,26-Oct-2023,70.10
PNBGILTS,26-Oct-2023,84.25
PNBHOUSING,26-Oct-2023,717.00
PNC,26-Oct-2023,37.10
PNCINFRA,26-Oct-2023,330.00
POCL,26-Oct-2023,440.50
PODDARHOUS,26-Oct-2023,131.00
PODDARMENT,26-Oct-2023,356.50
POKARNA,26-Oct-2023,487.00
POLICYBZR,26-Oct-2023,670.60
POLYCAB,26-Oct-2023,4876.00
POLYMED,26-Oct-2023,1357.00
POLYPLEX,26-Oct-2023,1036.00
PONNIERODE,26-Oct-2023,390.25
POONAWALLA,26-Oct-2023,353.45
POWERGRID,26-Oct-2023,199.80
POWERINDIA,26-Oct-2023,4156.20
POWERMECH,26-Oct-2023,3620.00
PPAP,26-Oct-2023,233.30
PPL,26-Oct-2023,355.00
PPLPHARMA,26-Oct-2023,89.90
PRAJIND,26-Oct-2023,521.85
PRECAM,26-Oct-2023,255.00
PRECOT,26-Oct-2023,201.00
PRECWIRE,26-Oct-2023,113.20
PREMIERPOL,26-Oct-2023,181.25
PRESTIGE,26-Oct-2023,789.00
PRICOLLTD,26-Oct-2023,330.30
PRIMESECU,26-Oct-2023,143.00
PRINCEPIPE,26-Oct-2023,637.50
PRITI,26-Oct-2023,164.60
PRIVISCL,26-Oct-2023,1199.00
PROZONER,26-Oct-2023,32.00
PRSMJOHNSN,26-Oct-2023,134.45
PRUDENT,26-Oct-2023,1274.50
PSB,26-Oct-2023,38.40
PSPPROJECT,26-Oct-2023,715.00
PSUBANKICI,26-Oct-2023,47.60
PSUBNKBEES,26-Oct-2023,52.70
PTC,26-Oct-2023,133.00
PTCIL,26-Oct-2023,4947.00
PTL,26-Oct-2023,40.70
PUNJABCHEM,26-Oct-2023,1084.00
PURVA,26-Oct-2023,141.85
PVRINOX,26-Oct-2023,1580.00
PYRAMID,26-Oct-2023,213.00
QGOLDHALF,26-Oct-2023,51.57
QNIFTY,26-Oct-2023,2019.00
QUESS,26-Oct-2023,410.05
QUICKHEAL,26-Oct-2023,300.10
RACE,26-Oct-2023,233.30
RADHIKAJWE,26-Oct-2023,42.00
RADIANTCMS,26-Oct-2023,91.85
RADICO,26-Oct-2023,1225.00
RADIOCITY,26-Oct-2023,13.95
RAILTEL,26-Oct-2023,217.95
RAIN,26-Oct-2023,149.70
RAINBOW,26-Oct-2023,1130.00
RAJESHEXPO,26-Oct-2023,443.00
RAJRATAN,26-Oct-2023,739.60
RAJTV,26-Oct-2023,51.15
RALLIS,26-Oct-2023,217.25
RAMANEWS,26-Oct-2023,13.50
RAMAPHO,26-Oct-2023,221.75
RAMASTEEL,26-Oct-2023,32.45
RAMCOCEM,26-Oct-2023,970.10
RAMCOIND,26-Oct-2023,215.00
RAMCOSYS,26-Oct-2023,257.00
RAMKY,26-Oct-2023,589.00
RAMRAT,26-Oct-2023,240.70
RANASUG,26-Oct-2023,23.85
RANEHOLDIN,26-Oct-2023,1155.00
RATEGAIN,26-Oct-2023,600.00
RATNAMANI,26-Oct-2023,2662.00
RATNAVEER,26-Oct-2023,117.90
RAYMOND,26-Oct-2023,1669.40
RBA,26-Oct-2023,112.65
RBL,26-Oct-2023,762.65
RBLBANK,26-Oct-2023,216.05
RCF,26-Oct-2023,121.25
RECLTD,26-Oct-2023,267.45
REDINGTON,26-Oct-2023,141.80
REDTAPE,26-Oct-2023,505.10
REFEX,26-Oct-2023,596.40
RELAXO,26-Oct-2023,871.00
RELCHEMQ,26-Oct-2023,223.00
RELIANCE,26-Oct-2023,2223.00
RELIGARE,26-Oct-2023,228.55
RENUKA,26-Oct-2023,48.30
REPCOHOME,26-Oct-2023,380.65
REPL,26-Oct-2023,193.00
REPRO,26-Oct-2023,715.60
RESPONIND,26-Oct-2023,299.45
RGL,26-Oct-2023,114.90
RHIM,26-Oct-2023,677.70
RHL,26-Oct-2023,102.10
RICOAUTO,26-Oct-2023,85.50
RIIL,26-Oct-2023,1017.95
RISHABH,26-Oct-2023,459.00
RITES,26-Oct-2023,459.00
RKEC,26-Oct-2023,72.50
RKFORGE,26-Oct-2023,604.10
RML,26-Oct-2023,822.50
ROHLTD,26-Oct-2023,303.20
ROLEXRINGS,26-Oct-2023,2128.05
ROML,26-Oct-2023,46.20
ROSSARI,26-Oct-2023,765.00
ROSSELLIND,26-Oct-2023,441.95
ROTO,26-Oct-2023,360.00
ROUTE,26-Oct-2023,1553.60
RPGLIFE,26-Oct-2023,1348.00
RPOWER,26-Oct-2023,16.50
RPPL,26-Oct-2023,201.00
RPSGVENT,26-Oct-2023,520.00
RRKABEL,26-Oct-2023,1335.20
RSWM,26-Oct-2023,176.50
RSYSTEMS,26-Oct-2023,479.85
RTNINDIA,26-Oct-2023,50.95
RTNPOWER,26-Oct-2023,7.05
RUBYMILLS,26-Oct-2023,209.90
RUCHIRA,26-Oct-2023,132.05
RUPA,26-Oct-2023,239.90
RUSHIL,26-Oct-2023,338.90
RUSTOMJEE,26-Oct-2023,535.00
RVNL,26-Oct-2023,151.35
SADHNANIQ,26-Oct-2023,88.70
SAFARI,26-Oct-2023,3959.00
SAGARDEEP,26-Oct-2023,22.90
SAGCEM,26-Oct-2023,239.00
SAH,26-Oct-2023,86.50
SAHYADRI,26-Oct-2023,400.00
SAIL,26-Oct-2023,83.25
SAKAR,26-Oct-2023,332.00
SAKHTISUG,26-Oct-2023,28.65
SAKSOFT,26-Oct-2023,333.00
SALASAR,26-Oct-2023,46.50
SALONA,26-Oct-2023,282.15
SALZERELEC,26-Oct-2023,385.00
SAMHI,26-Oct-2023,149.60
SANDESH,26-Oct-2023,1005.55
SANDHAR,26-Oct-2023,355.55
SANDUMA,26-Oct-2023,1517.75
SANGAMIND,26-Oct-2023,295.00
SANGHVIMOV,26-Oct-2023,671.95
SANGINITA,26-Oct-2023,23.50
SANOFI,26-Oct-2023,7334.00
SANSERA,26-Oct-2023,880.00
SAPPHIRE,26-Oct-2023,1374.00
SARDAEN,26-Oct-2023,203.00
